image_num,label
1249.png,tensor([4])
1250.png,tensor([5])
1251.png,tensor([7])
1252.png,tensor([7])
1253.png,tensor([8])
1254.png,tensor([9])
1255.png,tensor([5])
1256.png,tensor([9])
1257.png,tensor([3])
1258.png,tensor([5])
1259.png,tensor([7])
1260.png,tensor([9])
1261.png,tensor([8])
1262.png,tensor([8])
1263.png,tensor([0])
1264.png,tensor([2])
1265.png,tensor([4])
1266.png,tensor([3])
1267.png,tensor([0])
1268.png,tensor([8])
1269.png,tensor([3])
1270.png,tensor([5])
1271.png,tensor([5])
1272.png,tensor([5])
1273.png,tensor([1])
1274.png,tensor([6])
1275.png,tensor([7])
1276.png,tensor([6])
1277.png,tensor([3])
1278.png,tensor([0])
1279.png,tensor([7])
1280.png,tensor([8])
1281.png,tensor([0])
1282.png,tensor([6])
1283.png,tensor([8])
1284.png,tensor([6])
1285.png,tensor([2])
1286.png,tensor([4])
1287.png,tensor([3])
1288.png,tensor([4])
1289.png,tensor([1])
1290.png,tensor([7])
1291.png,tensor([3])
1292.png,tensor([6])
1293.png,tensor([8])
1294.png,tensor([4])
1295.png,tensor([7])
1296.png,tensor([4])
1297.png,tensor([0])
1298.png,tensor([9])
1299.png,tensor([2])
1300.png,tensor([1])
1301.png,tensor([6])
1302.png,tensor([4])
1303.png,tensor([9])
1304.png,tensor([2])
1305.png,tensor([1])
1306.png,tensor([8])
1307.png,tensor([0])
1308.png,tensor([1])
1309.png,tensor([6])
1310.png,tensor([4])
1311.png,tensor([7])
1312.png,tensor([6])
1313.png,tensor([6])
1314.png,tensor([5])
1315.png,tensor([2])
1316.png,tensor([1])
1317.png,tensor([8])
1318.png,tensor([9])
1319.png,tensor([2])
1320.png,tensor([2])
1321.png,tensor([8])
1322.png,tensor([9])
1323.png,tensor([5])
1324.png,tensor([6])
1325.png,tensor([9])
1326.png,tensor([2])
1327.png,tensor([8])
1328.png,tensor([3])
1329.png,tensor([3])
1330.png,tensor([4])
1331.png,tensor([4])
1332.png,tensor([0])
1333.png,tensor([8])
1334.png,tensor([6])
1335.png,tensor([8])
1336.png,tensor([8])
1337.png,tensor([7])
1338.png,tensor([3])
1339.png,tensor([3])
1340.png,tensor([8])
1341.png,tensor([2])
1342.png,tensor([4])
1343.png,tensor([1])
1344.png,tensor([8])
1345.png,tensor([4])
1346.png,tensor([8])
1347.png,tensor([6])
1348.png,tensor([2])
1349.png,tensor([7])
1350.png,tensor([1])
1351.png,tensor([8])
1352.png,tensor([5])
1353.png,tensor([1])
1354.png,tensor([1])
1355.png,tensor([3])
1356.png,tensor([7])
1357.png,tensor([3])
1358.png,tensor([1])
1359.png,tensor([1])
1360.png,tensor([5])
1361.png,tensor([8])
1362.png,tensor([6])
1363.png,tensor([8])
1364.png,tensor([3])
1365.png,tensor([7])
1366.png,tensor([4])
1367.png,tensor([6])
1368.png,tensor([8])
1369.png,tensor([3])
1370.png,tensor([5])
1371.png,tensor([2])
1372.png,tensor([4])
1373.png,tensor([9])
1374.png,tensor([3])
1375.png,tensor([5])
1376.png,tensor([6])
1377.png,tensor([6])
1378.png,tensor([8])
1379.png,tensor([9])
1380.png,tensor([5])
1381.png,tensor([4])
1382.png,tensor([0])
1383.png,tensor([9])
1384.png,tensor([4])
1385.png,tensor([0])
1386.png,tensor([5])
1387.png,tensor([4])
1388.png,tensor([7])
1389.png,tensor([5])
1390.png,tensor([4])
1391.png,tensor([1])
1392.png,tensor([5])
1393.png,tensor([7])
1394.png,tensor([7])
1395.png,tensor([4])
1396.png,tensor([5])
1397.png,tensor([7])
1398.png,tensor([6])
1399.png,tensor([2])
1400.png,tensor([2])
1401.png,tensor([5])
1402.png,tensor([6])
1403.png,tensor([0])
1404.png,tensor([9])
1405.png,tensor([4])
1406.png,tensor([5])
1407.png,tensor([0])
1408.png,tensor([5])
1409.png,tensor([6])
1410.png,tensor([5])
1411.png,tensor([0])
1412.png,tensor([0])
1413.png,tensor([7])
1414.png,tensor([4])
1415.png,tensor([5])
1416.png,tensor([8])
1417.png,tensor([6])
1418.png,tensor([6])
1419.png,tensor([2])
1420.png,tensor([1])
1421.png,tensor([5])
1422.png,tensor([4])
1423.png,tensor([8])
1424.png,tensor([7])
1425.png,tensor([6])
1426.png,tensor([5])
1427.png,tensor([1])
1428.png,tensor([9])
1429.png,tensor([7])
1430.png,tensor([9])
1431.png,tensor([8])
1432.png,tensor([5])
1433.png,tensor([6])
1434.png,tensor([6])
1435.png,tensor([7])
1436.png,tensor([2])
1437.png,tensor([2])
1438.png,tensor([7])
1439.png,tensor([6])
1440.png,tensor([7])
1441.png,tensor([9])
1442.png,tensor([6])
1443.png,tensor([9])
1444.png,tensor([0])
1445.png,tensor([1])
1446.png,tensor([3])
1447.png,tensor([5])
1448.png,tensor([9])
1449.png,tensor([0])
1450.png,tensor([4])
1451.png,tensor([0])
1452.png,tensor([0])
1453.png,tensor([8])
1454.png,tensor([2])
1455.png,tensor([5])
1456.png,tensor([0])
1457.png,tensor([2])
1458.png,tensor([8])
1459.png,tensor([1])
1460.png,tensor([5])
1461.png,tensor([3])
1462.png,tensor([3])
1463.png,tensor([7])
1464.png,tensor([3])
1465.png,tensor([1])
1466.png,tensor([8])
1467.png,tensor([7])
1468.png,tensor([4])
1469.png,tensor([8])
1470.png,tensor([4])
1471.png,tensor([9])
1472.png,tensor([5])
1473.png,tensor([4])
1474.png,tensor([1])
1475.png,tensor([0])
1476.png,tensor([9])
1477.png,tensor([0])
1478.png,tensor([4])
1479.png,tensor([4])
1480.png,tensor([9])
1481.png,tensor([8])
1482.png,tensor([5])
1483.png,tensor([8])
1484.png,tensor([0])
1485.png,tensor([1])
1486.png,tensor([7])
1487.png,tensor([4])
1488.png,tensor([7])
1489.png,tensor([7])
1490.png,tensor([0])
1491.png,tensor([7])
1492.png,tensor([9])
1493.png,tensor([7])
1494.png,tensor([7])
1495.png,tensor([6])
1496.png,tensor([8])
1497.png,tensor([5])
1498.png,tensor([6])
1499.png,tensor([2])
1500.png,tensor([1])
1501.png,tensor([5])
1502.png,tensor([3])
1503.png,tensor([7])
1504.png,tensor([9])
1505.png,tensor([7])
1506.png,tensor([5])
1507.png,tensor([9])
1508.png,tensor([8])
1509.png,tensor([6])
1510.png,tensor([3])
1511.png,tensor([4])
1512.png,tensor([9])
1513.png,tensor([9])
1514.png,tensor([6])
1515.png,tensor([8])
1516.png,tensor([2])
1517.png,tensor([3])
1518.png,tensor([6])
1519.png,tensor([2])
1520.png,tensor([1])
1521.png,tensor([6])
1522.png,tensor([8])
1523.png,tensor([0])
1524.png,tensor([7])
1525.png,tensor([5])
1526.png,tensor([7])
1527.png,tensor([5])
1528.png,tensor([1])
1529.png,tensor([7])
1530.png,tensor([1])
1531.png,tensor([9])
1532.png,tensor([4])
1533.png,tensor([7])
1534.png,tensor([2])
1535.png,tensor([5])
1536.png,tensor([7])
1537.png,tensor([6])
1538.png,tensor([4])
1539.png,tensor([9])
1540.png,tensor([6])
1541.png,tensor([8])
1542.png,tensor([1])
1543.png,tensor([7])
1544.png,tensor([7])
1545.png,tensor([1])
1546.png,tensor([8])
1547.png,tensor([5])
1548.png,tensor([5])
1549.png,tensor([4])
1550.png,tensor([8])
1551.png,tensor([2])
1552.png,tensor([3])
1553.png,tensor([0])
1554.png,tensor([4])
1555.png,tensor([9])
1556.png,tensor([6])
1557.png,tensor([4])
1558.png,tensor([7])
1559.png,tensor([9])
1560.png,tensor([9])
1561.png,tensor([1])
1562.png,tensor([9])
1563.png,tensor([6])
1564.png,tensor([0])
1565.png,tensor([5])
1566.png,tensor([6])
1567.png,tensor([5])
1568.png,tensor([5])
1569.png,tensor([7])
1570.png,tensor([4])
1571.png,tensor([1])
1572.png,tensor([5])
1573.png,tensor([3])
1574.png,tensor([5])
1575.png,tensor([4])
1576.png,tensor([0])
1577.png,tensor([1])
1578.png,tensor([8])
1579.png,tensor([3])
1580.png,tensor([5])
1581.png,tensor([0])
1582.png,tensor([9])
1583.png,tensor([0])
1584.png,tensor([8])
1585.png,tensor([0])
1586.png,tensor([6])
1587.png,tensor([7])
1588.png,tensor([0])
1589.png,tensor([7])
1590.png,tensor([2])
1591.png,tensor([5])
1592.png,tensor([8])
1593.png,tensor([2])
1594.png,tensor([4])
1595.png,tensor([7])
1596.png,tensor([9])
1597.png,tensor([7])
1598.png,tensor([5])
1599.png,tensor([2])
1600.png,tensor([8])
1601.png,tensor([8])
1602.png,tensor([8])
1603.png,tensor([8])
1604.png,tensor([9])
1605.png,tensor([7])
1606.png,tensor([4])
1607.png,tensor([2])
1608.png,tensor([0])
1609.png,tensor([0])
1610.png,tensor([9])
1611.png,tensor([2])
1612.png,tensor([9])
1613.png,tensor([0])
1614.png,tensor([6])
1615.png,tensor([2])
1616.png,tensor([1])
1617.png,tensor([3])
1618.png,tensor([2])
1619.png,tensor([3])
1620.png,tensor([0])
1621.png,tensor([7])
1622.png,tensor([8])
1623.png,tensor([0])
1624.png,tensor([3])
1625.png,tensor([1])
1626.png,tensor([6])
1627.png,tensor([0])
1628.png,tensor([6])
1629.png,tensor([4])
1630.png,tensor([5])
1631.png,tensor([7])
1632.png,tensor([2])
1633.png,tensor([3])
1634.png,tensor([9])
1635.png,tensor([5])
1636.png,tensor([3])
1637.png,tensor([3])
1638.png,tensor([0])
1639.png,tensor([2])
1640.png,tensor([9])
1641.png,tensor([0])
1642.png,tensor([2])
1643.png,tensor([7])
1644.png,tensor([8])
1645.png,tensor([4])
1646.png,tensor([8])
1647.png,tensor([6])
1648.png,tensor([6])
1649.png,tensor([9])
1650.png,tensor([3])
1651.png,tensor([6])
1652.png,tensor([5])
1653.png,tensor([0])
1654.png,tensor([3])
1655.png,tensor([5])
1656.png,tensor([1])
1657.png,tensor([9])
1658.png,tensor([8])
1659.png,tensor([5])
1660.png,tensor([3])
1661.png,tensor([0])
1662.png,tensor([7])
1663.png,tensor([6])
1664.png,tensor([3])
1665.png,tensor([9])
1666.png,tensor([5])
1667.png,tensor([5])
1668.png,tensor([3])
1669.png,tensor([3])
1670.png,tensor([6])
1671.png,tensor([0])
1672.png,tensor([1])
1673.png,tensor([9])
1674.png,tensor([5])
1675.png,tensor([3])
1676.png,tensor([9])
1677.png,tensor([5])
1678.png,tensor([5])
1679.png,tensor([0])
1680.png,tensor([1])
1681.png,tensor([9])
1682.png,tensor([4])
1683.png,tensor([2])
1684.png,tensor([1])
1685.png,tensor([3])
1686.png,tensor([4])
1687.png,tensor([5])
1688.png,tensor([4])
1689.png,tensor([5])
1690.png,tensor([5])
1691.png,tensor([7])
1692.png,tensor([6])
1693.png,tensor([4])
1694.png,tensor([8])
1695.png,tensor([3])
1696.png,tensor([4])
1697.png,tensor([4])
1698.png,tensor([4])
1699.png,tensor([1])
1700.png,tensor([4])
1701.png,tensor([6])
1702.png,tensor([5])
1703.png,tensor([5])
1704.png,tensor([9])
1705.png,tensor([8])
1706.png,tensor([2])
1707.png,tensor([3])
1708.png,tensor([4])
1709.png,tensor([3])
1710.png,tensor([6])
1711.png,tensor([6])
1712.png,tensor([7])
1713.png,tensor([0])
1714.png,tensor([7])
1715.png,tensor([5])
1716.png,tensor([1])
1717.png,tensor([7])
1718.png,tensor([1])
1719.png,tensor([7])
1720.png,tensor([8])
1721.png,tensor([8])
1722.png,tensor([2])
1723.png,tensor([8])
1724.png,tensor([3])
1725.png,tensor([3])
1726.png,tensor([7])
1727.png,tensor([4])
1728.png,tensor([5])
1729.png,tensor([2])
1730.png,tensor([6])
1731.png,tensor([0])
1732.png,tensor([3])
1733.png,tensor([7])
1734.png,tensor([2])
1735.png,tensor([6])
1736.png,tensor([0])
1737.png,tensor([6])
1738.png,tensor([1])
1739.png,tensor([9])
1740.png,tensor([9])
1741.png,tensor([3])
1742.png,tensor([2])
1743.png,tensor([6])
1744.png,tensor([3])
1745.png,tensor([1])
1746.png,tensor([5])
1747.png,tensor([4])
1748.png,tensor([2])
1749.png,tensor([4])
1750.png,tensor([4])
1751.png,tensor([9])
1752.png,tensor([4])
1753.png,tensor([7])
1754.png,tensor([0])
1755.png,tensor([4])
1756.png,tensor([4])
1757.png,tensor([3])
1758.png,tensor([1])
1759.png,tensor([2])
1760.png,tensor([7])
1761.png,tensor([5])
1762.png,tensor([4])
1763.png,tensor([7])
1764.png,tensor([5])
1765.png,tensor([7])
1766.png,tensor([0])
1767.png,tensor([0])
1768.png,tensor([8])
1769.png,tensor([6])
1770.png,tensor([9])
1771.png,tensor([1])
1772.png,tensor([9])
1773.png,tensor([6])
1774.png,tensor([3])
1775.png,tensor([3])
1776.png,tensor([9])
1777.png,tensor([1])
1778.png,tensor([6])
1779.png,tensor([0])
1780.png,tensor([8])
1781.png,tensor([5])
1782.png,tensor([8])
1783.png,tensor([7])
1784.png,tensor([6])
1785.png,tensor([0])
1786.png,tensor([2])
1787.png,tensor([4])
1788.png,tensor([1])
1789.png,tensor([1])
1790.png,tensor([9])
1791.png,tensor([8])
1792.png,tensor([5])
1793.png,tensor([6])
1794.png,tensor([2])
1795.png,tensor([8])
1796.png,tensor([4])
1797.png,tensor([7])
1798.png,tensor([3])
1799.png,tensor([4])
1800.png,tensor([3])
1801.png,tensor([1])
1802.png,tensor([8])
1803.png,tensor([6])
1804.png,tensor([7])
1805.png,tensor([0])
1806.png,tensor([6])
1807.png,tensor([5])
1808.png,tensor([9])
1809.png,tensor([0])
1810.png,tensor([6])
1811.png,tensor([7])
1812.png,tensor([6])
1813.png,tensor([7])
1814.png,tensor([7])
1815.png,tensor([7])
1816.png,tensor([4])
1817.png,tensor([3])
1818.png,tensor([9])
1819.png,tensor([1])
1820.png,tensor([0])
1821.png,tensor([9])
1822.png,tensor([5])
1823.png,tensor([4])
1824.png,tensor([0])
1825.png,tensor([5])
1826.png,tensor([4])
1827.png,tensor([2])
1828.png,tensor([1])
1829.png,tensor([7])
1830.png,tensor([1])
1831.png,tensor([9])
1832.png,tensor([5])
1833.png,tensor([2])
1834.png,tensor([7])
1835.png,tensor([5])
1836.png,tensor([1])
1837.png,tensor([1])
1838.png,tensor([7])
1839.png,tensor([4])
1840.png,tensor([4])
1841.png,tensor([0])
1842.png,tensor([4])
1843.png,tensor([2])
1844.png,tensor([4])
1845.png,tensor([0])
1846.png,tensor([8])
1847.png,tensor([9])
1848.png,tensor([6])
1849.png,tensor([2])
1850.png,tensor([5])
1851.png,tensor([8])
1852.png,tensor([8])
1853.png,tensor([1])
1854.png,tensor([9])
1855.png,tensor([2])
1856.png,tensor([8])
1857.png,tensor([7])
1858.png,tensor([4])
1859.png,tensor([1])
1860.png,tensor([7])
1861.png,tensor([5])
1862.png,tensor([8])
1863.png,tensor([5])
1864.png,tensor([3])
1865.png,tensor([6])
1866.png,tensor([5])
1867.png,tensor([4])
1868.png,tensor([9])
1869.png,tensor([0])
1870.png,tensor([3])
1871.png,tensor([4])
1872.png,tensor([6])
1873.png,tensor([9])
1874.png,tensor([5])
1875.png,tensor([0])
1876.png,tensor([3])
1877.png,tensor([9])
1878.png,tensor([1])
1879.png,tensor([8])
1880.png,tensor([0])
1881.png,tensor([1])
1882.png,tensor([3])
1883.png,tensor([5])
1884.png,tensor([0])
1885.png,tensor([2])
1886.png,tensor([1])
1887.png,tensor([7])
1888.png,tensor([8])
1889.png,tensor([5])
1890.png,tensor([3])
1891.png,tensor([0])
1892.png,tensor([7])
1893.png,tensor([2])
1894.png,tensor([0])
1895.png,tensor([1])
1896.png,tensor([3])
1897.png,tensor([8])
1898.png,tensor([6])
1899.png,tensor([9])
1900.png,tensor([7])
1901.png,tensor([6])
1902.png,tensor([6])
1903.png,tensor([7])
1904.png,tensor([4])
1905.png,tensor([9])
1906.png,tensor([3])
1907.png,tensor([5])
1908.png,tensor([2])
1909.png,tensor([7])
1910.png,tensor([2])
1911.png,tensor([7])
1912.png,tensor([0])
1913.png,tensor([9])
1914.png,tensor([7])
1915.png,tensor([9])
1916.png,tensor([2])
1917.png,tensor([3])
1918.png,tensor([8])
1919.png,tensor([3])
1920.png,tensor([0])
1921.png,tensor([5])
1922.png,tensor([0])
1923.png,tensor([3])
1924.png,tensor([3])
1925.png,tensor([3])
1926.png,tensor([0])
1927.png,tensor([3])
1928.png,tensor([5])
1929.png,tensor([8])
1930.png,tensor([4])
1931.png,tensor([7])
1932.png,tensor([2])
1933.png,tensor([6])
1934.png,tensor([3])
1935.png,tensor([6])
1936.png,tensor([9])
1937.png,tensor([1])
1938.png,tensor([9])
1939.png,tensor([0])
1940.png,tensor([1])
1941.png,tensor([3])
1942.png,tensor([7])
1943.png,tensor([2])
1944.png,tensor([5])
1945.png,tensor([7])
1946.png,tensor([2])
1947.png,tensor([9])
1948.png,tensor([5])
1949.png,tensor([4])
1950.png,tensor([1])
1951.png,tensor([3])
1952.png,tensor([4])
1953.png,tensor([9])
1954.png,tensor([3])
1955.png,tensor([3])
1956.png,tensor([6])
1957.png,tensor([3])
1958.png,tensor([4])
1959.png,tensor([4])
1960.png,tensor([3])
1961.png,tensor([4])
1962.png,tensor([9])
1963.png,tensor([0])
1964.png,tensor([6])
1965.png,tensor([4])
1966.png,tensor([6])
1967.png,tensor([8])
1968.png,tensor([7])
1969.png,tensor([8])
1970.png,tensor([8])
1971.png,tensor([3])
1972.png,tensor([6])
1973.png,tensor([7])
1974.png,tensor([3])
1975.png,tensor([3])
1976.png,tensor([3])
1977.png,tensor([3])
1978.png,tensor([0])
1979.png,tensor([6])
1980.png,tensor([7])
1981.png,tensor([8])
1982.png,tensor([7])
1983.png,tensor([4])
1984.png,tensor([1])
1985.png,tensor([3])
1986.png,tensor([3])
1987.png,tensor([9])
1988.png,tensor([3])
1989.png,tensor([9])
1990.png,tensor([5])
1991.png,tensor([4])
1992.png,tensor([2])
1993.png,tensor([6])
1994.png,tensor([0])
1995.png,tensor([0])
1996.png,tensor([4])
1997.png,tensor([4])
1998.png,tensor([0])
1999.png,tensor([1])
2000.png,tensor([0])
2001.png,tensor([2])
2002.png,tensor([9])
2003.png,tensor([6])
2004.png,tensor([8])
2005.png,tensor([8])
2006.png,tensor([5])
2007.png,tensor([1])
2008.png,tensor([9])
2009.png,tensor([3])
2010.png,tensor([3])
2011.png,tensor([9])
2012.png,tensor([5])
2013.png,tensor([1])
2014.png,tensor([7])
2015.png,tensor([0])
2016.png,tensor([3])
2017.png,tensor([1])
2018.png,tensor([3])
2019.png,tensor([7])
2020.png,tensor([1])
2021.png,tensor([8])
2022.png,tensor([5])
2023.png,tensor([9])
2024.png,tensor([5])
2025.png,tensor([2])
2026.png,tensor([0])
2027.png,tensor([3])
2028.png,tensor([1])
2029.png,tensor([2])
2030.png,tensor([7])
2031.png,tensor([1])
2032.png,tensor([7])
2033.png,tensor([0])
2034.png,tensor([6])
2035.png,tensor([2])
2036.png,tensor([8])
2037.png,tensor([4])
2038.png,tensor([0])
2039.png,tensor([4])
2040.png,tensor([0])
2041.png,tensor([2])
2042.png,tensor([3])
2043.png,tensor([2])
2044.png,tensor([8])
2045.png,tensor([7])
2046.png,tensor([4])
2047.png,tensor([0])
2048.png,tensor([2])
2049.png,tensor([2])
2050.png,tensor([1])
2051.png,tensor([2])
2052.png,tensor([2])
2053.png,tensor([3])
2054.png,tensor([0])
2055.png,tensor([3])
2056.png,tensor([0])
2057.png,tensor([6])
2058.png,tensor([5])
2059.png,tensor([9])
2060.png,tensor([4])
2061.png,tensor([9])
2062.png,tensor([5])
2063.png,tensor([7])
2064.png,tensor([4])
2065.png,tensor([5])
2066.png,tensor([1])
2067.png,tensor([5])
2068.png,tensor([2])
2069.png,tensor([8])
2070.png,tensor([9])
2071.png,tensor([0])
2072.png,tensor([4])
2073.png,tensor([3])
2074.png,tensor([2])
2075.png,tensor([4])
2076.png,tensor([0])
2077.png,tensor([2])
2078.png,tensor([8])
2079.png,tensor([0])
2080.png,tensor([9])
2081.png,tensor([8])
2082.png,tensor([7])
2083.png,tensor([6])
2084.png,tensor([9])
2085.png,tensor([2])
2086.png,tensor([9])
2087.png,tensor([2])
2088.png,tensor([6])
2089.png,tensor([7])
2090.png,tensor([8])
2091.png,tensor([7])
2092.png,tensor([6])
2093.png,tensor([9])
2094.png,tensor([0])
2095.png,tensor([3])
2096.png,tensor([4])
2097.png,tensor([9])
2098.png,tensor([4])
2099.png,tensor([9])
2100.png,tensor([0])
2101.png,tensor([0])
2102.png,tensor([3])
2103.png,tensor([3])
2104.png,tensor([6])
2105.png,tensor([5])
2106.png,tensor([2])
2107.png,tensor([9])
2108.png,tensor([4])
2109.png,tensor([5])
2110.png,tensor([2])
2111.png,tensor([5])
2112.png,tensor([5])
2113.png,tensor([0])
2114.png,tensor([4])
2115.png,tensor([4])
2116.png,tensor([4])
2117.png,tensor([6])
2118.png,tensor([2])
2119.png,tensor([0])
2120.png,tensor([8])
2121.png,tensor([7])
2122.png,tensor([6])
2123.png,tensor([6])
2124.png,tensor([2])
2125.png,tensor([4])
2126.png,tensor([1])
2127.png,tensor([5])
2128.png,tensor([6])
2129.png,tensor([2])
2130.png,tensor([6])
2131.png,tensor([4])
2132.png,tensor([0])
2133.png,tensor([2])
2134.png,tensor([9])
2135.png,tensor([0])
2136.png,tensor([7])
2137.png,tensor([4])
2138.png,tensor([3])
2139.png,tensor([6])
2140.png,tensor([0])
2141.png,tensor([3])
2142.png,tensor([7])
2143.png,tensor([7])
2144.png,tensor([7])
2145.png,tensor([9])
2146.png,tensor([7])
2147.png,tensor([8])
2148.png,tensor([1])
2149.png,tensor([2])
2150.png,tensor([3])
2151.png,tensor([8])
2152.png,tensor([4])
2153.png,tensor([3])
2154.png,tensor([5])
2155.png,tensor([0])
2156.png,tensor([9])
2157.png,tensor([2])
2158.png,tensor([2])
2159.png,tensor([8])
2160.png,tensor([4])
2161.png,tensor([0])
2162.png,tensor([6])
2163.png,tensor([1])
2164.png,tensor([2])
2165.png,tensor([2])
2166.png,tensor([0])
2167.png,tensor([9])
2168.png,tensor([7])
2169.png,tensor([4])
2170.png,tensor([9])
2171.png,tensor([8])
2172.png,tensor([3])
2173.png,tensor([1])
2174.png,tensor([3])
2175.png,tensor([8])
2176.png,tensor([6])
2177.png,tensor([6])
2178.png,tensor([4])
2179.png,tensor([4])
2180.png,tensor([4])
2181.png,tensor([6])
2182.png,tensor([3])
2183.png,tensor([5])
2184.png,tensor([1])
2185.png,tensor([4])
2186.png,tensor([3])
2187.png,tensor([6])
2188.png,tensor([4])
2189.png,tensor([1])
2190.png,tensor([7])
2191.png,tensor([0])
2192.png,tensor([2])
2193.png,tensor([4])
2194.png,tensor([4])
2195.png,tensor([4])
2196.png,tensor([0])
2197.png,tensor([9])
2198.png,tensor([6])
2199.png,tensor([0])
2200.png,tensor([0])
2201.png,tensor([8])
2202.png,tensor([2])
2203.png,tensor([8])
2204.png,tensor([4])
2205.png,tensor([3])
2206.png,tensor([9])
2207.png,tensor([5])
2208.png,tensor([2])
2209.png,tensor([9])
2210.png,tensor([7])
2211.png,tensor([9])
2212.png,tensor([4])
2213.png,tensor([3])
2214.png,tensor([4])
2215.png,tensor([0])
2216.png,tensor([2])
2217.png,tensor([4])
2218.png,tensor([3])
2219.png,tensor([6])
2220.png,tensor([2])
2221.png,tensor([5])
2222.png,tensor([7])
2223.png,tensor([4])
2224.png,tensor([1])
2225.png,tensor([9])
2226.png,tensor([8])
2227.png,tensor([9])
2228.png,tensor([5])
2229.png,tensor([3])
2230.png,tensor([5])
2231.png,tensor([9])
2232.png,tensor([2])
2233.png,tensor([9])
2234.png,tensor([1])
2235.png,tensor([5])
2236.png,tensor([5])
2237.png,tensor([0])
2238.png,tensor([2])
2239.png,tensor([1])
2240.png,tensor([4])
2241.png,tensor([6])
2242.png,tensor([4])
2243.png,tensor([4])
2244.png,tensor([9])
2245.png,tensor([0])
2246.png,tensor([0])
2247.png,tensor([9])
2248.png,tensor([9])
2249.png,tensor([9])
2250.png,tensor([3])
2251.png,tensor([6])
2252.png,tensor([0])
2253.png,tensor([9])
2254.png,tensor([1])
2255.png,tensor([7])
2256.png,tensor([8])
2257.png,tensor([8])
2258.png,tensor([6])
2259.png,tensor([9])
2260.png,tensor([2])
2261.png,tensor([3])
2262.png,tensor([7])
2263.png,tensor([8])
2264.png,tensor([8])
2265.png,tensor([1])
2266.png,tensor([4])
2267.png,tensor([3])
2268.png,tensor([4])
2269.png,tensor([4])
2270.png,tensor([9])
2271.png,tensor([2])
2272.png,tensor([8])
2273.png,tensor([3])
2274.png,tensor([5])
2275.png,tensor([7])
2276.png,tensor([0])
2277.png,tensor([6])
2278.png,tensor([5])
2279.png,tensor([2])
2280.png,tensor([2])
2281.png,tensor([0])
2282.png,tensor([8])
2283.png,tensor([6])
2284.png,tensor([1])
2285.png,tensor([4])
2286.png,tensor([6])
2287.png,tensor([8])
2288.png,tensor([2])
2289.png,tensor([7])
2290.png,tensor([6])
2291.png,tensor([3])
2292.png,tensor([2])
2293.png,tensor([4])
2294.png,tensor([6])
2295.png,tensor([4])
2296.png,tensor([0])
2297.png,tensor([7])
2298.png,tensor([8])
2299.png,tensor([9])
2300.png,tensor([4])
2301.png,tensor([6])
2302.png,tensor([0])
2303.png,tensor([1])
2304.png,tensor([7])
2305.png,tensor([5])
2306.png,tensor([8])
2307.png,tensor([1])
2308.png,tensor([7])
2309.png,tensor([5])
2310.png,tensor([3])
2311.png,tensor([9])
2312.png,tensor([2])
2313.png,tensor([2])
2314.png,tensor([4])
2315.png,tensor([2])
2316.png,tensor([3])
2317.png,tensor([1])
2318.png,tensor([7])
2319.png,tensor([2])
2320.png,tensor([6])
2321.png,tensor([9])
2322.png,tensor([3])
2323.png,tensor([7])
2324.png,tensor([0])
2325.png,tensor([9])
2326.png,tensor([5])
2327.png,tensor([2])
2328.png,tensor([8])
2329.png,tensor([7])
2330.png,tensor([3])
2331.png,tensor([7])
2332.png,tensor([6])
2333.png,tensor([0])
2334.png,tensor([6])
2335.png,tensor([2])
2336.png,tensor([7])
2337.png,tensor([8])
2338.png,tensor([4])
2339.png,tensor([6])
2340.png,tensor([6])
2341.png,tensor([9])
2342.png,tensor([3])
2343.png,tensor([2])
2344.png,tensor([3])
2345.png,tensor([0])
2346.png,tensor([1])
2347.png,tensor([9])
2348.png,tensor([3])
2349.png,tensor([3])
2350.png,tensor([7])
2351.png,tensor([0])
2352.png,tensor([5])
2353.png,tensor([5])
2354.png,tensor([0])
2355.png,tensor([2])
2356.png,tensor([4])
2357.png,tensor([6])
2358.png,tensor([7])
2359.png,tensor([4])
2360.png,tensor([3])
2361.png,tensor([7])
2362.png,tensor([4])
2363.png,tensor([2])
2364.png,tensor([5])
2365.png,tensor([0])
2366.png,tensor([8])
2367.png,tensor([4])
2368.png,tensor([1])
2369.png,tensor([8])
2370.png,tensor([3])
2371.png,tensor([6])
2372.png,tensor([5])
2373.png,tensor([6])
2374.png,tensor([1])
2375.png,tensor([0])
2376.png,tensor([6])
2377.png,tensor([5])
2378.png,tensor([8])
2379.png,tensor([2])
2380.png,tensor([0])
2381.png,tensor([4])
2382.png,tensor([6])
2383.png,tensor([4])
2384.png,tensor([1])
2385.png,tensor([4])
2386.png,tensor([7])
2387.png,tensor([0])
2388.png,tensor([7])
2389.png,tensor([8])
2390.png,tensor([9])
2391.png,tensor([2])
2392.png,tensor([5])
2393.png,tensor([2])
2394.png,tensor([9])
2395.png,tensor([8])
2396.png,tensor([0])
2397.png,tensor([2])
2398.png,tensor([9])
2399.png,tensor([3])
2400.png,tensor([2])
2401.png,tensor([2])
2402.png,tensor([1])
2403.png,tensor([4])
2404.png,tensor([4])
2405.png,tensor([7])
2406.png,tensor([3])
2407.png,tensor([8])
2408.png,tensor([5])
2409.png,tensor([6])
2410.png,tensor([7])
2411.png,tensor([9])
2412.png,tensor([8])
2413.png,tensor([1])
2414.png,tensor([0])
